'x1','x2','x3','y'

1.764052345967664,0.4001572083672233,0.9787379841057392,1

2.240893199201458,1.8675579901499675,-0.977277879876411,1

0.9500884175255894,-0.1513572082976979,-0.10321885179355784,1

0.41059850193837233,0.144043571160878,1.454273506962975,1

0.7610377251469934,0.12167501649282841,0.44386323274542566,1

0.33367432737426683,1.4940790731576061,-0.20515826376580087,1

0.31306770165090136,-0.8540957393017248,-2.5529898158340787,1

0.6536185954403606,0.8644361988595057,-0.7421650204064419,1

2.2697546239876076,-1.4543656745987648,0.04575851730144607,1

-0.1871838500258336,1.5327792143584575,1.469358769900285,1

0.1549474256969163,0.37816251960217356,-0.8877857476301128,1

-1.980796468223927,-0.3479121493261526,0.15634896910398005,1

1.2302906807277207,1.2023798487844113,-0.3873268174079523,1

-0.30230275057533557,-1.0485529650670926,-1.4200179371789752,1

-1.7062701906250126,1.9507753952317897,-0.5096521817516535,1

-0.4380743016111864,-1.2527953600499262,0.7774903558319101,1

-1.6138978475579515,-0.2127402802139687,-0.8954665611936756,1

0.386902497859262,-0.510805137568873,-1.180632184122412,1

-0.028182228338654868,0.42833187053041766,0.06651722238316789,1

0.3024718977397814,-0.6343220936809636,-0.3627411659871381,1

-0.672460447775951,-0.3595531615405413,-0.813146282044454,1

-1.7262826023316769,0.17742614225375283,-0.4017809362082619,1

-1.6301983469660446,0.4627822555257742,-0.9072983643832422,1

0.05194539579613895,0.7290905621775369,0.12898291075741067,1

1.1394006845433007,-1.2348258203536526,0.402341641177549,1

-0.6848100909403132,-0.8707971491818818,-0.5788496647644155,1

-0.31155253212737266,0.05616534222974544,-1.1651498407833565,1

0.9008264869541871,0.46566243973045984,-1.5362436862772237,1

1.4882521937955997,1.8958891760305832,1.1787795711596507,1

-0.17992483581235091,-1.0707526215105425,1.0544517269311366,1

-0.40317694697317963,1.2224450703824274,0.2082749780768603,1

0.9766390364837128,0.3563663971744019,0.7065731681919482,1

0.010500020720820478,1.7858704939058352,0.12691209270361992,1

0.40198936344470165,1.8831506970562544,-1.3477590611424464,1

-1.2704849984857336,0.9693967081580112,-1.17312340511416,1

1.9436211856492926,-0.41361898075974735,-0.7474548114407578,1

1.9229420264803847,1.4805147914344243,1.8675589604265699,1

0.9060446582753853,-0.8612256850547025,1.9100649530990337,1

-0.2680033709513804,0.8024563957963952,0.947251967773748,1

-0.1550100930908342,0.6140793703460803,0.9222066715665268,1

0.37642553115562943,-1.0994007905841945,0.298238174206056,1

1.3263858966870303,-0.6945678597313655,-0.14963454032767076,1

-0.43515355172163744,1.8492637284793418,0.6722947570124355,1

0.40746183624111043,-0.7699160744453164,0.5392491912918173,1

-0.6743326606573761,0.03183055827435118,-0.635846078378881,1

0.6764332949464997,0.5765908166149409,-0.20829875557799488,1

0.3960067126616453,-1.0930615087305058,-1.4912575927056055,1

0.4393917012645369,0.16667349537252904,0.6350314368921064,1

2.383144774863942,0.9444794869904138,-0.9128222254441586,1

1.117016288095853,-1.3159074105115212,-0.461584604814709,1

